Config,Avg BPPPC,Avg PSNR,BPPPC for max PSNR,Max PSNR
l1h1w1,0.008280729636167867,17.738261222839355,0.008535531850961538,30.491044998168945
l1h1w2,0.00826097146058694,17.913280725479126,0.00838939960186298,29.263275146484375
l1h2w1,0.12096771827110876,21.11272923151652,0.12028562105618991,34.73617172241211
l1h2w2,0.12116608252892129,21.08544858296712,0.12063657320462741,34.72274398803711
l2h1w1,0.008280729636167867,17.738261222839355,0.008535531850961538,30.491044998168945
l2h1w2,0.00826097146058694,17.913280725479126,0.00838939960186298,29.263275146484375
l2h2w1,0.12096771827110876,21.11272923151652,0.12028562105618991,34.73617172241211
l2h2w2,0.12116608252892129,21.08544858296712,0.12063657320462741,34.72274398803711
