Config,Avg BPPPC,Avg PSNR,BPPPC for max PSNR,Max PSNR
l1h1w1,0.035763210720486105,20.51860237121582,0.036343892415364586,29.83492660522461
l1h1w2,0.0357420179578993,21.29285176595052,0.036285400390625,29.80760955810547
l1h2w1,0.5306682586669922,23.90938409169515,0.5219980875651041,31.684528350830078
l1h2w2,0.5273946126302084,23.928417205810547,0.5229848225911459,32.71113586425781
l2h1w1,0.035763210720486105,20.51860237121582,0.036343892415364586,29.83492660522461
l2h1w2,0.0357420179578993,21.29285176595052,0.036285400390625,29.80760955810547
l2h2w1,0.5306682586669922,23.90938409169515,0.5219980875651041,31.684528350830078
l2h2w2,0.5273946126302084,23.928417205810547,0.5229848225911459,32.71113586425781
